File,Comment,Code,Coherent
XYBarRenderer.java,Returns <code>true<code> if the specified anchor point is inside a bar.  @param anchor  the anchor point.  @return A boolean.,"private boolean isInternalAnchor(ItemLabelAnchor anchor) {
        return anchor == ItemLabelAnchor.CENTER
               || anchor == ItemLabelAnchor.INSIDE1
               || anchor == ItemLabelAnchor.INSIDE2
               || anchor == ItemLabelAnchor.INSIDE3
               || anchor == ItemLabelAnchor.INSIDE4
               || anchor == ItemLabelAnchor.INSIDE5
               || anchor == ItemLabelAnchor.INSIDE6
               || anchor == ItemLabelAnchor.INSIDE7
               || anchor == ItemLabelAnchor.INSIDE8
               || anchor == ItemLabelAnchor.INSIDE9
               || anchor == ItemLabelAnchor.INSIDE10
               || anchor == ItemLabelAnchor.INSIDE11
               || anchor == ItemLabelAnchor.INSIDE12;
    }",1
WrapperPlayServerEntityEffect.java,Set the duration in ticks. @param value - new value.,"public void setDuration(short value) {
        handle.getShorts().write(0, value);
    }",1
EntityTypesTest.java,"TODO, the unmarshalling fails.","public void _testJAXBListRepresentationFastInfoset() {
        initiateWebApplication(JAXBListResourceFastInfoset.class);
        WebResource r = resource(""/"");

        Collection<JAXBBean> a = r.get(
                new GenericType<Collection<JAXBBean>>(){});
        Collection<JAXBBean> b = r.post(new GenericType<Collection<JAXBBean>>(){}, 
                new GenericEntity<Collection<JAXBBean>>(a){});
        
        assertEquals(a, b);
        
        b = r.path(""type"").post(new GenericType<Collection<JAXBBean>>(){},
                new GenericEntity<Collection<JAXBBean>>(a){});
        assertEquals(a, b);
    }",0
WordApiTest.java,"Test of definitions method, of class WordApi.","@Test
    public void testDefinitions_String_EnumSet() throws Exception {
        System.out.println(""definitions"");
        String word = ""cat"";
//		EnumSet<SourceDictionary> sourceDictionaries = EnumSet.of(SourceDictionary.ahd, SourceDictionary.cmu); // not working? 7/25/12 --jb
		EnumSet<SourceDictionary> sourceDictionaries = EnumSet.of(SourceDictionary.all);
        List<Definition> result = WordApi.definitions(word, sourceDictionaries);
        assertNotNull(result);
        assertTrue(result.size() > 0);
        for (Definition d : result) {
            assertNotNull(d.getAttributionText());
            System.out.println(d.toString());
        }
    }",1
WriterPool.java,@return Number of {@link WriterPoolMember} instances still in the pool. @throws java.lang.UnsupportedOperationException,"public int getNumIdle()
    throws UnsupportedOperationException {
        return availableWriters.size();
    }",1
OutSequenceFaultSequenceTestCase.java,Invalid service referred,"@Test(groups = ""wso2.esb"", description = ""- Custom proxy -Fault sequence inline"")
    public void testCustomProxyFaultInline() throws Exception {

        try {
            axis2Client.sendSimpleStockQuoteRequest(getProxyServiceURLHttp(""StockQuoteProxyFour""), null, ""WSO2"");
            fail(""AxisFault Expected"");
        } catch (AxisFault axisFault) {
            assertTrue(axisFault.getReason().contains(""Fault sequence invoked""), ""Fault: value 'reason' mismatched"");
        }

    }",0
WearableServiceImpl.java,DataItems,"@Override
    public void putData(IWearableCallbacks callbacks, final PutDataRequest request) throws RemoteException {
        Log.d(TAG, ""putData: "" + request.toString(true));
        handler.post(new CallbackRunnable(callbacks) {
            @Override
            public void run(IWearableCallbacks callbacks) throws RemoteException {
                DataItemRecord record = wearable.putData(request, packageName);
                callbacks.onPutDataResponse(new PutDataResponse(0, record.toParcelable()));
            }
        });
    }",0
XyzOrder.java,@param approvalCode The approvalCode,"@JsonProperty(""origin"")
    public void setApprovalCode(String approvalCode) {
        this.approvalCode = approvalCode;
    }",1
Wine$Type.java,Generated by Gfx v3.0.0 (Granite Data Services).  WARNING: DO NOT CHANGE THIS FILE. IT MAY BE OVERWRITTEN EACH TIME YOU USE THE GENERATOR.,"package com.wineshop.client.entities;

import org.granite.client.messaging.RemoteAlias;

@RemoteAlias(""com.wineshop.entities.Wine$Type"")
public enum Wine$Type {

    RED, 
    WHITE, 
    ROSE
}",1
XMLNoteTransferHandler.java,Calls the previous handler of the JXMLNotePane. Drag is not supported yet,"public void exportAsDrag(JComponent comp,InputEvent e,int action) {
		_defaultHandler.exportAsDrag(comp,e,action);
	}",1
ZeroConfClient.java,Debug function  @param message,"private final void debugClient(String message) {
		Log.d(TAG, message);
	}",0
VmManagerConfig.java,@return,"@Nonnull
    public Set<String> getReservedElasticIps() {
        return reservedElasticIps;
    }",1
WXRecyclerView.java,@param context @param type @param orientation should be {@link OrientationHelper#HORIZONTAL} or {@link OrientationHelper#VERTICAL},"public void initView(Context context, int type,int orientation) {
    if (type == TYPE_GRID_LAYOUT) {
      setLayoutManager(new GridLayoutManager(context, 2,orientation,false));
    } else if (type == TYPE_STAGGERED_GRID_LAYOUT) {
      setLayoutManager(new StaggeredGridLayoutManager(2, orientation));
    } else if (type == TYPE_LINEAR_LAYOUT) {
      setLayoutManager(new LinearLayoutManager(context,orientation,false));
    }
  }",1
WeakDelegateListObserverListener.java,"Called to attempt to retrieve the delegate. If it can't be reached, we will attempt to remove ourselves from the given observer. @param observer An observer to attempt to remove this listener from if we can't reach the delegate. @return The delegate, or null if it could not be reached.","protected Delegate getDelegate(ListObserver<Data> observer) {
        Delegate proxy = weakRef.get();
        if (proxy != null) {
            return proxy;
        } else {
            if (observer != null) {
                observer.removeListener(this);
            }
            return null;
        }
    }",1
VolumeCreateOptions.java,Provisions a volume in the specified cloud based on the options defined in this object. @param provider the cloud provider in which the volume should be provisioned @return the unique ID of the newly provisioned volume @throws CloudException an error occurred with the cloud provider while provisioning the volume @throws InternalException an error occurred within Dasein Cloud while preparing the API call @throws OperationNotSupportedException the cloud does not support volumes,"public @Nonnull String build(@Nonnull CloudProvider provider) throws CloudException, InternalException {
        ComputeServices services = provider.getComputeServices();

        if( services == null ) {
            throw new OperationNotSupportedException(provider.getCloudName() + "" does not have support for compute services"");
        }",1
WorkerAdapter.java,Should the worker be active only when the Space is in primary mode. Defaults to <code>false<code>. Setting this to <code>true<code> means that the worker will start regardless of the space state.,"public void setActiveWhenBackup(boolean activeWhenBackup) {
        this.activeWhenBackup = activeWhenBackup;
    }",1
PullToRefreshBase.java,Helper method which just calls scrollTo() in the correct scrolling direction.,"protected final void setHeaderScroll(int value) {
		if (DEBUG) {
			Log.d(LOG_TAG, ""setHeaderScroll: "" + value);
		}

		// Clamp value to with pull scroll range
		final int maximumPullScroll = getMaximumPullScroll();
		value = Math.min(maximumPullScroll, Math.max(-maximumPullScroll, value));

		if (mLayoutVisibilityChangesEnabled) {
			if (value < 0) {
				mHeaderLayout.setVisibility(View.VISIBLE);
			} else if (value > 0) {
				mFooterLayout.setVisibility(View.VISIBLE);
			} else {
				mHeaderLayout.setVisibility(View.INVISIBLE);
				mFooterLayout.setVisibility(View.INVISIBLE);
			}
		}

		if (USE_HW_LAYERS) {
			/**
			 * Use a Hardware Layer on the Refreshable View if we've scrolled at
			 * all. We don't use them on the Header/Footer Views as they change
			 * often, which would negate any HW layer performance boost.
			 */
			ViewCompat.setLayerType(mRefreshableViewWrapper, value != 0 ? View.LAYER_TYPE_HARDWARE
					: View.LAYER_TYPE_NONE);
		}

		switch (getPullToRefreshScrollDirection()) {
			case VERTICAL:
				scrollTo(0, value);
				break;
			case HORIZONTAL:
				scrollTo(value, 0);
				break;
		}
	}",0
XOMFolderType.java,Instantiation of child variants of this type.,"public boolean canGetChildMassVariant(XNContext ctx, XOMVariant parent) {
		return (ctx.allow(XNSecurityKey.FILE_SYSTEM_READ, ""Operation"", ""GetFolders"", ""Parent"", parent.toTextString(ctx)) && XOMFolderType.instance.canMakeInstanceFrom(ctx, parent));
	}",0
ZRegion1.java,"This example, due to Stephen Heumann, motivated a bug fix in the handling of z regions.","class ZRegion1<region R> {
    ZRegion1<R> y;
    void m() {
        ZRegion1<this> z = new ZRegion1<this>();
	// z was erroneously substituted for 'this' here
        z.y = new ZRegion1<this>();
    }
}",1
WBSType.java,Sets the value of the summaryScheduleVarianceByCost property.  @param value allowed object is {@link Double },"public void setSummaryScheduleVarianceByCost(Double value)
   {
      this.summaryScheduleVarianceByCost = value;
   }",1
WaveformAnalysis.java,This function returns the maximum noise among a map of ion to list of spectra @param spectra A map of ion to spectrum @return The maximum noise of the map,"public static Double maxNoiseOfSpectra(Map<String, List<XZ>> spectra) {
    Double maxNoise = Double.MIN_VALUE;
    for (Map.Entry<String, List<XZ>> ionToSpectrum : spectra.entrySet()) {
      maxNoise = Math.max(maxNoise, noiseOfSpectrum(ionToSpectrum.getValue()));
    }
    return maxNoise;
  }",1
WiffConnection.java,@param packet a packet object describing this TCP packet @throws Exception,"public WiffConnection(WiffPacket packet) throws Exception {
    sourceIp = packet.getSourceIP();
    sourcePort = packet.getSourcePort();
    destinationIp = packet.getDestinationIP();
    destinationPort = packet.getDestinationPort();
  }",1
TexI.java,these may not be  entirely correct They should be corrected if oddities are detected.,"public static int detectfmt(BufferedImage img) {
	ColorModel cm = img.getColorModel();
	if(!(img.getSampleModel() instanceof PixelInterleavedSampleModel))
	    return(-1);
	PixelInterleavedSampleModel sm = (PixelInterleavedSampleModel)img.getSampleModel();
	int[] cs = cm.getComponentSize();
	int[] off = sm.getBandOffsets();
	/*
	System.err.print(this + "": "" + cm.getNumComponents() + "", ("");
	for(int i = 0; i < off.length; i++)
	    System.err.print(((i > 0)?"" "":"""") + off[i]);
	System.err.print(""), ("");
	for(int i = 0; i < off.length; i++)
	    System.err.print(((i > 0)?"" "":"""") + cs[i]);
	System.err.print("")"");
	System.err.println();
	*/
	if((cm.getNumComponents() == 4) && (off.length == 4)) {
	    if(((cs[0] == 8) && (cs[1] == 8) && (cs[2] == 8) && (cs[3] == 8)) &&
	       (cm.getTransferType() == DataBuffer.TYPE_BYTE) &&
	       (cm.getTransparency() == java.awt.Transparency.TRANSLUCENT)) {
		if((off[0] == 0) && (off[1] == 1) && (off[2] == 2) && (off[3] == 3))
		    return(GL.GL_RGBA);
		if((off[0] == 2) && (off[1] == 1) && (off[2] == 0) && (off[3] == 3))
		    return(GL.GL_BGRA);
	    }
	} else if((cm.getNumComponents() == 3) && (off.length == 3)) {
	    if(((cs[0] == 8) && (cs[1] == 8) && (cs[2] == 8)) &&
	       (cm.getTransferType() == DataBuffer.TYPE_BYTE) &&
	       (cm.getTransparency() == java.awt.Transparency.OPAQUE)) {
		if((off[0] == 0) && (off[1] == 1) && (off[2] == 2))
		    return(GL.GL_RGB);
		if((off[0] == 2) && (off[1] == 1) && (off[2] == 0))
		    return(GL2.GL_BGR);
	    }
	}
	return(-1);
    }",0
WebScarabWrapper.java,Disables logging to the console normally done by WebScarab.,"private void disableConsoleLogging() {
		Logger l = Logger.getLogger(""org.owasp.webscarab.plugin.Framework"");
		l.setLevel(Level.OFF);
		l = Logger.getLogger(""org.owasp.webscarab.httpclient.URLFetcher"");
		l.setLevel(Level.OFF);
		l = Logger.getLogger(""org.owasp.webscarab.plugin.proxy.Listener"");
		l.setLevel(Level.OFF);

		/* disable all logging */
		l = Logger.getLogger("""");
		l.setLevel(Level.OFF);
	}",1
WebScenarioObject.java,Sets new name.  @param name New value of name.,"public void setName(String name) {
        this.name = name;
    }",1
